"Checked"	"Protein Group ID"	"Number of Proteins"	"Number of Unique Peptides"	"Number of Peptides"	"Number of PSMs"	"Group Description"	"Found in Sample in S1 F1 Sample"	"Found in Sample Group in S1 F1 Sample"
"False"	"327"	"3"	"24"	"26"	"174"	"[Master Protein] RNA-binding protein 28 OS=Homo sapiens GN=RBM28 PE=1 SV=3"	"High"	"High"
"False"	"328"	"2"	"6"	"12"	"155"	"[Master Protein] Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=1"	"High"	"High"
"False"	"329"	"2"	"14"	"14"	"63"	"[Master Protein] Probable ATP-dependent RNA helicase DDX10 OS=Homo sapiens GN=DDX10 PE=1 SV=2"	"High"	"High"
"False"	"330"	"1"	"3"	"3"	"17"	"[Master Protein] Transcriptional activator protein Pur-beta OS=Homo sapiens GN=PURB PE=1 SV=3"	"High"	"High"
"False"	"331"	"6"	"19"	"19"	"153"	"[Master Protein] Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2"	"High"	"High"
"False"	"332"	"21"	"4"	"8"	"132"	"[Master Protein] Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=1"	"High"	"High"
"False"	"333"	"1"	"2"	"3"	"9"	"[Master Protein] L-lactate dehydrogenase A chain OS=Homo sapiens GN=LDHA PE=1 SV=2"	"High"	"High"
"False"	"334"	"2"	"5"	"5"	"96"	"[Master Protein] THO complex subunit 4 OS=Homo sapiens GN=ALYREF PE=1 SV=3"	"High"	"High"
"False"	"335"	"1"	"5"	"5"	"15"	"[Master Protein] Zinc finger CCCH domain-containing protein 7B OS=Homo sapiens GN=ZC3H7B PE=1 SV=1"	"High"	"High"
"False"	"336"	"4"	"11"	"11"	"194"	"[Master Protein] 60S ribosomal protein L13a (Fragment) OS=Homo sapiens GN=RPL13A PE=1 SV=2"	"High"	"High"
"False"	"337"	"1"	"2"	"2"	"12"	"[Master Protein] Ribosome production factor 2 homolog OS=Homo sapiens GN=RPF2 PE=1 SV=2"	"High"	"High"
"False"	"338"	"1"	"4"	"4"	"10"	"[Master Protein] U3 small nucleolar RNA-associated protein 6 homolog OS=Homo sapiens GN=UTP6 PE=2 SV=2"	"High"	"High"
"False"	"340"	"1"	"3"	"3"	"9"	"[Master Protein] Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4"	"High"	"High"
"False"	"341"	"5"	"29"	"29"	"196"	"[Master Protein] RRP12-like protein OS=Homo sapiens GN=RRP12 PE=1 SV=2"	"High"	"High"
"False"	"342"	"2"	"16"	"16"	"118"	"[Master Protein] 60S ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=1 SV=3"	"High"	"High"
"False"	"343"	"3"	"1"	"4"	"36"	"[Master Protein] WD repeat-containing protein 46 (Fragment) OS=Homo sapiens GN=WDR46 PE=1 SV=1"	"High"	"High"
"False"	"344"	"3"	"7"	"7"	"36"	"[Master Protein] Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=2"	"High"	"High"
"False"	"345"	"4"	"7"	"7"	"25"	"[Master Protein] Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2"	"High"	"High"
"False"	"346"	"1"	"5"	"7"	"28"	"[Master Protein] YTH domain-containing family protein 1 OS=Homo sapiens GN=YTHDF1 PE=1 SV=1"	"High"	"High"
"False"	"347"	"2"	"4"	"4"	"30"	"[Master Protein] 40S ribosomal protein S4, X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2"	"High"	"High"
"False"	"348"	"3"	"8"	"8"	"38"	"[Master Protein] 40S ribosomal protein S14 OS=Homo sapiens GN=RPS14 PE=1 SV=3"	"High"	"High"
"False"	"349"	"2"	"8"	"10"	"95"	"[Master Protein] ATP-dependent RNA helicase DDX50 OS=Homo sapiens GN=DDX50 PE=1 SV=1"	"High"	"High"
"False"	"350"	"2"	"4"	"4"	"14"	"[Master Protein] Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2 PE=1 SV=4"	"High"	"High"
"False"	"351"	"1"	"4"	"4"	"20"	"[Master Protein] Ribosomal RNA processing protein 36 homolog OS=Homo sapiens GN=RRP36 PE=1 SV=1"	"High"	"High"
"False"	"352"	"4"	"2"	"2"	"24"	"[Master Protein] RNA-binding protein 39 OS=Homo sapiens GN=RBM39 PE=1 SV=2"	"High"	"High"
"False"	"353"	"3"	"7"	"7"	"110"	"[Master Protein] 60S ribosomal protein L24 OS=Homo sapiens GN=RPL24 PE=1 SV=1"	"High"	"High"
"False"	"354"	"3"	"3"	"3"	"12"	"[Master Protein] A-kinase anchor protein 1, mitochondrial OS=Homo sapiens GN=AKAP1 PE=1 SV=1"	"High"	"High"
"False"	"355"	"4"	"12"	"12"	"61"	"[Master Protein] Pescadillo homolog OS=Homo sapiens GN=PES1 PE=1 SV=1"	"High"	"High"
"False"	"356"	"4"	"6"	"6"	"25"	"[Master Protein] Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens GN=EIF3G PE=1 SV=2"	"High"	"High"
"False"	"357"	"1"	"2"	"2"	"9"	"[Master Protein] Small nuclear ribonucleoprotein F OS=Homo sapiens GN=SNRPF PE=1 SV=1"	"High"	"High"
"False"	"358"	"5"	"18"	"46"	"1923"	"[Master Protein] Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3"	"High"	"High"
"False"	"359"	"1"	"12"	"12"	"63"	"[Master Protein] Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens GN=RRP1B PE=1 SV=3"	"High"	"High"
"False"	"360"	"2"	"2"	"2"	"5"	"[Master Protein] Transducin beta-like protein 3 OS=Homo sapiens GN=TBL3 PE=1 SV=2"	"High"	"High"
"False"	"361"	"2"	"4"	"4"	"33"	"[Master Protein] 40S ribosomal protein S26 OS=Homo sapiens GN=RPS26 PE=1 SV=3"	"High"	"High"
"False"	"362"	"6"	"20"	"20"	"140"	"[Master Protein] Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens GN=NOP2 PE=1 SV=2"	"High"	"High"
"False"	"363"	"1"	"8"	"8"	"43"	"[Master Protein] Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4"	"High"	"High"
"False"	"364"	"7"	"6"	"6"	"23"	"[Master Protein] U3 small nucleolar RNA-associated protein 4 homolog OS=Homo sapiens GN=UTP4 PE=1 SV=1"	"High"	"High"
"False"	"365"	"1"	"2"	"2"	"5"	"[Master Protein] Nucleolar complex protein 2 homolog OS=Homo sapiens GN=NOC2L PE=1 SV=4"	"High"	"High"
"False"	"366"	"7"	"15"	"15"	"452"	"[Master Protein] 40S ribosomal protein S2 OS=Homo sapiens GN=RPS2 PE=1 SV=2"	"High"	"High"
"False"	"367"	"6"	"22"	"22"	"92"	"[Master Protein] Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1 PE=1 SV=1"	"High"	"High"
"False"	"368"	"5"	"18"	"18"	"153"	"[Master Protein] Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=3"	"High"	"High"
"False"	"369"	"9"	"7"	"7"	"42"	"[Master Protein] 40S ribosomal protein S3a OS=Homo sapiens GN=RPS3A PE=1 SV=2"	"High"	"High"
"False"	"370"	"10"	"8"	"8"	"43"	"[Master Protein] 60S ribosomal protein L26 OS=Homo sapiens GN=RPL26 PE=1 SV=1"	"High"	"High"
"False"	"371"	"1"	"1"	"4"	"46"	"[Master Protein] Beta-actin-like protein 2 OS=Homo sapiens GN=ACTBL2 PE=1 SV=2"	"High"	"High"
"False"	"372"	"7"	"11"	"12"	"109"	"[Master Protein] Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD PE=1 SV=1"	"High"	"High"
"False"	"373"	"2"	"4"	"4"	"23"	"[Master Protein] Splicing factor 3B subunit 4 OS=Homo sapiens GN=SF3B4 PE=1 SV=1"	"High"	"High"
"False"	"375"	"3"	"2"	"2"	"6"	"[Master Protein] Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1"	"High"	"High"
"False"	"376"	"1"	"1"	"3"	"15"	"[Master Protein] RNA-binding protein 28 (Fragment) OS=Homo sapiens GN=RBM28 PE=1 SV=1"	"High"	"High"
"False"	"377"	"3"	"4"	"4"	"18"	"[Master Protein] 40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=3"	"High"	"High"
"False"	"378"	"2"	"4"	"5"	"44"	"[Master Protein] Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL PE=1 SV=3"	"High"	"High"
"False"	"379"	"2"	"10"	"10"	"77"	"[Master Protein] EBNA1 binding protein 2, isoform CRA_d OS=Homo sapiens GN=EBNA1BP2 PE=1 SV=1"	"High"	"High"
"False"	"380"	"2"	"8"	"8"	"65"	"[Master Protein] Nucleolar protein 14 OS=Homo sapiens GN=NOP14 PE=1 SV=3"	"High"	"High"
"False"	"381"	"2"	"5"	"5"	"21"	"[Master Protein] Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens GN=ADAR PE=1 SV=4"	"High"	"High"
"False"	"382"	"4"	"2"	"2"	"6"	"[Master Protein] PERQ amino acid-rich with GYF domain-containing protein 2 OS=Homo sapiens GN=GIGYF2 PE=1 SV=1"	"High"	"High"
"False"	"383"	"7"	"2"	"2"	"8"	"[Master Protein] Protein RPL17-C18orf32 OS=Homo sapiens GN=RPL17-C18orf32 PE=3 SV=1"	"High"	"High"
"False"	"384"	"7"	"6"	"6"	"42"	"[Master Protein] Ataxin-2 OS=Homo sapiens GN=ATXN2 PE=1 SV=2"	"High"	"High"
"False"	"385"	"2"	"12"	"12"	"96"	"[Master Protein] Nucleophosmin OS=Homo sapiens GN=NPM1 PE=1 SV=2"	"High"	"High"
"False"	"386"	"1"	"2"	"2"	"5"	"[Master Protein] RNA exonuclease 4 OS=Homo sapiens GN=REXO4 PE=1 SV=2"	"High"	"High"
"False"	"387"	"4"	"5"	"5"	"15"	"[Master Protein] 39S ribosomal protein L13, mitochondrial OS=Homo sapiens GN=MRPL13 PE=1 SV=1"	"High"	"High"
"False"	"388"	"1"	"3"	"4"	"12"	"[Master Protein] Guanine nucleotide-binding protein-like 3-like protein OS=Homo sapiens GN=GNL3L PE=1 SV=1"	"High"	"High"
"False"	"389"	"2"	"9"	"9"	"84"	"[Master Protein] Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2"	"High"	"High"
"False"	"390"	"2"	"10"	"10"	"60"	"[Master Protein] Probable ATP-dependent RNA helicase DDX31 OS=Homo sapiens GN=DDX31 PE=1 SV=2"	"High"	"High"
"False"	"391"	"4"	"12"	"12"	"98"	"[Master Protein] Nucleolar protein 56 OS=Homo sapiens GN=NOP56 PE=1 SV=4"	"High"	"High"
"False"	"392"	"3"	"32"	"32"	"315"	"[Master Protein] Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A PE=1 SV=2"	"High"	"High"
"False"	"393"	"8"	"9"	"13"	"65"	"[Master Protein] Pumilio homolog 1 OS=Homo sapiens GN=PUM1 PE=1 SV=3"	"High"	"High"
"False"	"394"	"1"	"11"	"11"	"83"	"[Master Protein] Pumilio homolog 3 OS=Homo sapiens GN=PUM3 PE=1 SV=3"	"High"	"High"
"False"	"395"	"1"	"2"	"2"	"45"	"[Master Protein] Serine/arginine-rich splicing factor 3 OS=Homo sapiens GN=SRSF3 PE=1 SV=1"	"High"	"High"
"False"	"396"	"2"	"2"	"2"	"6"	"[Master Protein] Polymerase delta-interacting protein 3 OS=Homo sapiens GN=POLDIP3 PE=1 SV=1"	"High"	"High"
"False"	"397"	"5"	"9"	"9"	"173"	"[Master Protein] 60S ribosomal protein L15 OS=Homo sapiens GN=RPL15 PE=1 SV=2"	"High"	"High"
"False"	"398"	"2"	"3"	"4"	"14"	"[Master Protein] Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4"	"High"	"High"
"False"	"399"	"5"	"3"	"3"	"35"	"[Master Protein] SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens GN=SLIRP PE=1 SV=1"	"High"	"High"
"False"	"400"	"1"	"1"	"26"	"793"	"[Master Protein] Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=1"	"High"	"High"
"False"	"401"	"1"	"4"	"4"	"21"	"[Master Protein] Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2"	"High"	"High"
"False"	"402"	"3"	"28"	"28"	"212"	"[Master Protein] Myb-binding protein 1A OS=Homo sapiens GN=MYBBP1A PE=1 SV=2"	"High"	"High"
"False"	"403"	"15"	"2"	"3"	"48"	"[Master Protein] Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2 PE=1 SV=2"	"High"	"High"
"False"	"404"	"4"	"11"	"11"	"149"	"[Master Protein] 60S ribosomal protein L7 OS=Homo sapiens GN=RPL7 PE=1 SV=1"	"High"	"High"
"False"	"405"	"20"	"1"	"17"	"550"	"[Master Protein] Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=1 SV=1"	"High"	"High"
"False"	"406"	"8"	"12"	"18"	"279"	"[Master Protein] Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1"	"High"	"High"
"False"	"407"	"1"	"25"	"25"	"206"	"[Master Protein] Probable RNA-binding protein 19 OS=Homo sapiens GN=RBM19 PE=1 SV=3"	"High"	"High"
"False"	"408"	"1"	"31"	"31"	"284"	"[Master Protein] Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens GN=BMS1 PE=1 SV=1"	"High"	"High"
"False"	"409"	"1"	"2"	"3"	"9"	"[Master Protein] Poly(rC)-binding protein 2 (Fragment) OS=Homo sapiens GN=PCBP2 PE=1 SV=2"	"High"	"High"
"False"	"410"	"1"	"2"	"2"	"15"	"[Master Protein] Polyadenylate-binding protein 2 OS=Homo sapiens GN=PABPN1 PE=1 SV=3"	"High"	"High"
"False"	"411"	"1"	"2"	"2"	"6"	"[Master Protein] Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2"	"High"	"High"
"False"	"412"	"1"	"3"	"3"	"30"	"[Master Protein] Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2"	"High"	"High"
"False"	"413"	"1"	"2"	"2"	"6"	"[Master Protein] 60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2"	"High"	"High"
"False"	"414"	"1"	"2"	"2"	"6"	"[Master Protein] Protein TBRG4 OS=Homo sapiens GN=TBRG4 PE=1 SV=1"	"High"	"High"
"False"	"415"	"2"	"3"	"3"	"9"	"[Master Protein] Bystin OS=Homo sapiens GN=BYSL PE=1 SV=3"	"High"	"High"
"False"	"416"	"10"	"28"	"28"	"304"	"[Master Protein] Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=3"	"High"	"High"
"False"	"417"	"2"	"2"	"2"	"9"	"[Master Protein] DNA-directed RNA polymerase I subunit RPA1 OS=Homo sapiens GN=POLR1A PE=1 SV=2"	"High"	"High"
"False"	"418"	"1"	"9"	"9"	"32"	"[Master Protein] Zinc finger RNA-binding protein OS=Homo sapiens GN=ZFR PE=1 SV=2"	"High"	"High"
"False"	"419"	"1"	"1"	"18"	"128"	"[Master Protein] Protein LOC102724159 OS=Homo sapiens GN=LOC102724159 PE=1 SV=1"	"High"	"High"
"False"	"420"	"2"	"3"	"4"	"21"	"[Master Protein] YTH domain-containing family protein 2 OS=Homo sapiens GN=YTHDF2 PE=1 SV=2"	"High"	"High"
"False"	"421"	"1"	"13"	"13"	"68"	"[Master Protein] DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3"	"High"	"High"
"False"	"422"	"2"	"8"	"8"	"33"	"[Master Protein] Ribonucleases P/MRP protein subunit POP1 OS=Homo sapiens GN=POP1 PE=1 SV=2"	"High"	"High"
"False"	"423"	"1"	"25"	"25"	"134"	"[Master Protein] Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1"	"High"	"High"
"False"	"424"	"5"	"20"	"20"	"178"	"[Master Protein] Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1"	"High"	"High"
"False"	"425"	"2"	"4"	"4"	"24"	"[Master Protein] Ribosomal RNA-processing protein 8 OS=Homo sapiens GN=RRP8 PE=1 SV=2"	"High"	"High"
"False"	"426"	"7"	"4"	"8"	"35"	"[Master Protein] RNA-binding protein 4 OS=Homo sapiens GN=RBM4 PE=1 SV=1"	"High"	"High"
"False"	"427"	"2"	"1"	"9"	"63"	"[Master Protein] RNA binding motif protein, X-linked-like-1 OS=Homo sapiens GN=RBMXL1 PE=1 SV=1"	"High"	"High"
"False"	"428"	"11"	"3"	"3"	"27"	"[Master Protein] Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens GN=PUF60 PE=1 SV=1"	"High"	"High"
"False"	"429"	"2"	"3"	"5"	"121"	"[Master Protein] Polypyrimidine tract-binding protein 3 OS=Homo sapiens GN=PTBP3 PE=1 SV=2"	"High"	"High"
"False"	"430"	"1"	"2"	"2"	"9"	"[Master Protein] rRNA-processing protein UTP23 homolog OS=Homo sapiens GN=UTP23 PE=1 SV=2"	"High"	"High"
"False"	"431"	"6"	"3"	"3"	"15"	"[Master Protein] Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2"	"High"	"High"
"False"	"432"	"5"	"4"	"4"	"15"	"[Master Protein] Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4"	"High"	"High"
"False"	"433"	"7"	"7"	"7"	"33"	"[Master Protein] Ubiquitin carboxyl-terminal hydrolase 36 OS=Homo sapiens GN=USP36 PE=1 SV=3"	"High"	"High"
"False"	"434"	"5"	"15"	"15"	"192"	"[Master Protein] RNA-binding protein Raly OS=Homo sapiens GN=RALY PE=1 SV=1"	"High"	"High"
"False"	"435"	"1"	"2"	"2"	"6"	"[Master Protein] La-related protein 4B OS=Homo sapiens GN=LARP4B PE=1 SV=3"	"High"	"High"
"False"	"436"	"8"	"11"	"11"	"99"	"[Master Protein] Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L PE=1 SV=2"	"High"	"High"
"False"	"437"	"13"	"5"	"6"	"24"	"[Master Protein] Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens GN=STAU2 PE=1 SV=1"	"High"	"High"
"False"	"438"	"19"	"21"	"29"	"439"	"[Master Protein] Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2"	"High"	"High"
"False"	"439"	"1"	"26"	"26"	"176"	"[Master Protein] ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4"	"High"	"High"
"False"	"440"	"1"	"2"	"2"	"9"	"[Master Protein] Exosome component 10 OS=Homo sapiens GN=EXOSC10 PE=1 SV=2"	"High"	"High"
"False"	"441"	"1"	"4"	"8"	"126"	"[Master Protein] Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens GN=HNRNPH2 PE=1 SV=1"	"High"	"High"
"False"	"442"	"3"	"5"	"5"	"53"	"[Master Protein] 60S ribosomal protein L32 OS=Homo sapiens GN=RPL32 PE=1 SV=1"	"High"	"High"
"False"	"443"	"5"	"3"	"3"	"23"	"[Master Protein] GTP-binding nuclear protein Ran (Fragment) OS=Homo sapiens GN=RAN PE=1 SV=1"	"High"	"High"
"False"	"444"	"16"	"2"	"2"	"7"	"[Master Protein] Histone H2B OS=Homo sapiens GN=HIST1H2BN PE=1 SV=1"	"High"	"High"
"False"	"445"	"2"	"4"	"4"	"12"	"[Master Protein] WD repeat-containing protein 36 OS=Homo sapiens GN=WDR36 PE=1 SV=1"	"High"	"High"
"False"	"446"	"2"	"3"	"3"	"25"	"[Master Protein] RNA-binding protein PNO1 OS=Homo sapiens GN=PNO1 PE=1 SV=1"	"High"	"High"
"False"	"447"	"5"	"16"	"16"	"184"	"[Master Protein] Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO PE=1 SV=4"	"High"	"High"
"False"	"448"	"1"	"4"	"4"	"17"	"[Master Protein] KRR1 small subunit processome component homolog OS=Homo sapiens GN=KRR1 PE=1 SV=4"	"High"	"High"
"False"	"449"	"2"	"2"	"2"	"9"	"[Master Protein] Protein SDA1 homolog OS=Homo sapiens GN=SDAD1 PE=1 SV=3"	"High"	"High"
"False"	"450"	"2"	"2"	"2"	"15"	"[Master Protein] Chromatin target of PRMT1 protein OS=Homo sapiens GN=CHTOP PE=1 SV=2"	"High"	"High"
"False"	"451"	"3"	"3"	"3"	"14"	"[Master Protein] 40S ribosomal protein S15a OS=Homo sapiens GN=RPS15A PE=1 SV=2"	"High"	"High"
"False"	"452"	"4"	"7"	"7"	"23"	"[Master Protein] Lupus La protein OS=Homo sapiens GN=SSB PE=1 SV=2"	"High"	"High"
"False"	"453"	"8"	"3"	"3"	"26"	"[Master Protein] 40S ribosomal protein S15 OS=Homo sapiens GN=RPS15 PE=1 SV=1"	"High"	"High"
"False"	"454"	"1"	"2"	"2"	"9"	"[Master Protein] Protein PAT1 homolog 1 OS=Homo sapiens GN=PATL1 PE=1 SV=2"	"High"	"High"
"False"	"455"	"16"	"8"	"8"	"34"	"[Master Protein] Receptor of activated protein C kinase 1 OS=Homo sapiens GN=RACK1 PE=1 SV=3"	"High"	"High"
"False"	"456"	"5"	"13"	"13"	"57"	"[Master Protein] Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens GN=ZC3H11A PE=1 SV=3"	"High"	"High"
"False"	"457"	"1"	"2"	"2"	"8"	"[Master Protein] 5'-3' exoribonuclease 2 OS=Homo sapiens GN=XRN2 PE=1 SV=1"	"High"	"High"
"False"	"458"	"6"	"5"	"5"	"15"	"[Master Protein] Eukaryotic translation initiation factor 4 gamma 2 (Fragment) OS=Homo sapiens GN=EIF4G2 PE=1 SV=1"	"High"	"High"
"False"	"459"	"2"	"2"	"2"	"5"	"[Master Protein] Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=1"	"High"	"High"
"False"	"460"	"2"	"27"	"27"	"186"	"[Master Protein] Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1"	"High"	"High"
"False"	"461"	"3"	"3"	"3"	"8"	"[Master Protein] Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens GN=EIF3L PE=1 SV=1"	"High"	"High"
"False"	"462"	"3"	"2"	"2"	"5"	"[Master Protein] Clustered mitochondria protein homolog OS=Homo sapiens GN=CLUH PE=1 SV=2"	"High"	"High"
"False"	"463"	"2"	"2"	"2"	"12"	"[Master Protein] Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens GN=HNRNPUL2 PE=1 SV=1"	"High"	"High"
"False"	"464"	"2"	"8"	"8"	"30"	"[Master Protein] Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3"	"High"	"High"
"False"	"466"	"2"	"3"	"3"	"7"	"[Master Protein] Non-canonical poly(A) RNA polymerase PAPD5 OS=Homo sapiens GN=PAPD5 PE=1 SV=1"	"High"	"High"
"False"	"468"	"3"	"3"	"3"	"12"	"[Master Protein] Ribonucleoprotein PTB-binding 1 OS=Homo sapiens GN=RAVER1 PE=1 SV=1"	"High"	"High"
"False"	"469"	"1"	"14"	"14"	"64"	"[Master Protein] Nucleolar pre-ribosomal-associated protein 1 OS=Homo sapiens GN=URB1 PE=1 SV=4"	"High"	"High"
"False"	"470"	"3"	"3"	"3"	"8"	"[Master Protein] Proline-rich protein 11 OS=Homo sapiens GN=PRR11 PE=1 SV=1"	"High"	"High"
"False"	"471"	"2"	"5"	"5"	"15"	"[Master Protein] Gamma-interferon-inducible protein 16 OS=Homo sapiens GN=IFI16 PE=1 SV=3"	"High"	"High"
"False"	"472"	"1"	"2"	"2"	"10"	"[Master Protein] Nucleolar protein 9 OS=Homo sapiens GN=NOP9 PE=1 SV=1"	"High"	"High"
"False"	"473"	"1"	"5"	"5"	"15"	"[Master Protein] ATP-dependent RNA helicase DDX51 OS=Homo sapiens GN=DDX51 PE=1 SV=3"	"High"	"High"
"False"	"474"	"1"	"2"	"2"	"9"	"[Master Protein] E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens GN=TRIM25 PE=1 SV=2"	"High"	"High"
"False"	"475"	"1"	"5"	"5"	"20"	"[Master Protein] Cytoskeleton-associated protein 4 OS=Homo sapiens GN=CKAP4 PE=1 SV=2"	"High"	"High"
"False"	"476"	"8"	"14"	"14"	"223"	"[Master Protein] Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5"	"High"	"High"
"False"	"477"	"9"	"14"	"14"	"220"	"[Master Protein] rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2"	"High"	"High"
"False"	"478"	"5"	"4"	"4"	"20"	"[Master Protein] 40S ribosomal protein S16 OS=Homo sapiens GN=RPS16 PE=1 SV=2"	"High"	"High"
"False"	"479"	"3"	"9"	"9"	"37"	"[Master Protein] Ubiquitin-associated protein 2 OS=Homo sapiens GN=UBAP2 PE=1 SV=1"	"High"	"High"
"False"	"480"	"1"	"11"	"11"	"77"	"[Master Protein] Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3"	"High"	"High"
"False"	"481"	"3"	"3"	"3"	"9"	"[Master Protein] Probable ATP-dependent RNA helicase YTHDC2 OS=Homo sapiens GN=YTHDC2 PE=1 SV=2"	"High"	"High"
"False"	"482"	"3"	"15"	"16"	"240"	"[Master Protein] ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2"	"High"	"High"
"False"	"483"	"2"	"5"	"5"	"16"	"[Master Protein] Kinectin OS=Homo sapiens GN=KTN1 PE=1 SV=1"	"High"	"High"
"False"	"484"	"2"	"2"	"2"	"6"	"[Master Protein] Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens GN=ZC3H4 PE=1 SV=3"	"High"	"High"
"False"	"485"	"3"	"3"	"3"	"10"	"[Master Protein] 40S ribosomal protein SA OS=Homo sapiens GN=RPSA PE=1 SV=1"	"High"	"High"
"False"	"486"	"4"	"4"	"4"	"30"	"[Master Protein] 60S ribosomal protein L27a OS=Homo sapiens GN=RPL27A PE=1 SV=2"	"High"	"High"
"False"	"487"	"2"	"4"	"4"	"31"	"[Master Protein] RNA-binding protein FUS OS=Homo sapiens GN=FUS PE=1 SV=1"	"High"	"High"
"False"	"488"	"1"	"5"	"5"	"41"	"[Master Protein] Eukaryotic translation initiation factor 4H OS=Homo sapiens GN=EIF4H PE=1 SV=5"	"High"	"High"
"False"	"489"	"3"	"5"	"5"	"15"	"[Master Protein] Treacle protein OS=Homo sapiens GN=TCOF1 PE=1 SV=3"	"High"	"High"
"False"	"490"	"3"	"4"	"4"	"49"	"[Master Protein] Serine/arginine-rich splicing factor 2 OS=Homo sapiens GN=SRSF2 PE=1 SV=4"	"High"	"High"
"False"	"491"	"1"	"1"	"2"	"102"	"[Master Protein] Polypyrimidine tract-binding protein 2 OS=Homo sapiens GN=PTBP2 PE=1 SV=1"	"High"	"High"
"False"	"492"	"2"	"2"	"2"	"9"	"[Master Protein] Coiled-coil domain-containing protein 137 (Fragment) OS=Homo sapiens GN=CCDC137 PE=1 SV=1"	"High"	"High"
